Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumCatalogPurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Year,Tenure,Customer_Active_Days,Total_Spent,Total_Purchases,Web_Ratio,Store_Ratio,Deal_Ratio,Living_Situation,Education_Level,Total_Children,Is_Parent,Age,Website_Activity,Cluster,Total_PromoAccepted
4,62670.0,0,1,57,539,30,92,80,46,38,3,3,0,0,0,0,0,0,0,2014,147,4202,825,22,0.22727272727272727,0.5909090909090909,0.045454545454545456,1,1,1,1,71,8,0,0
0,50334.0,0,1,24,284,16,160,84,16,134,4,6,0,0,0,0,0,0,0,2013,340,4395,694,23,0.30434782608695654,0.2608695652173913,0.2608695652173913,1,2,1,1,53,13,3,0
2,72066.0,0,0,55,1003,34,536,134,51,34,6,2,0,0,1,1,0,0,1,2014,6,4061,1792,17,0.23529411764705882,0.35294117647058826,0.058823529411764705,0,0,0,0,44,6,1,2
4,50729.0,1,1,62,239,13,143,45,4,52,2,6,0,0,0,0,0,0,0,2013,423,4478,496,24,0.25,0.2916666666666667,0.375,0,1,2,1,67,12,3,0
2,34916.0,2,0,89,51,23,82,33,0,42,1,9,0,0,0,0,0,0,0,2013,410,4465,231,13,0.38461538461538464,0.23076923076923078,0.3076923076923077,1,0,2,1,57,14,2,0
2,64892.0,0,1,77,527,24,230,32,24,65,4,4,0,0,0,0,0,0,0,2014,31,4086,902,24,0.25,0.5,0.08333333333333333,0,0,1,1,49,10,0,0
2,43602.0,1,1,45,19,5,12,10,3,19,1,6,0,0,0,0,0,0,0,2014,170,4225,68,9,0.3333333333333333,0.2222222222222222,0.3333333333333333,0,0,2,1,59,9,0,0
4,33996.0,0,0,46,40,2,15,8,0,6,1,4,0,0,0,0,0,0,0,2013,291,4346,71,6,0.16666666666666666,0.5,0.16666666666666666,0,1,0,0,36,5,0,0
0,41473.0,1,0,80,21,8,20,15,3,9,0,7,0,0,0,0,0,0,0,2013,375,4430,76,6,0.3333333333333333,0.5,0.16666666666666666,0,2,1,1,40,9,2,0
4,63246.0,0,2,60,593,30,91,29,22,7,3,4,0,0,0,0,0,0,0,2013,313,4368,772,22,0.2727272727272727,0.5454545454545454,0.045454545454545456,1,1,2,1,58,10,3,0
4,36732.0,1,1,71,21,5,3,10,1,7,1,2,0,0,0,0,0,0,0,2013,182,4237,47,9,0.1111111111111111,0.4444444444444444,0.3333333333333333,1,1,2,1,66,3,0,0
4,69084.0,1,0,43,1181,107,199,39,30,30,3,8,0,0,0,0,0,0,0,2013,222,4277,1586,25,0.28,0.52,0.08,1,1,1,1,55,15,3,0
4,77766.0,0,1,97,1004,59,265,115,59,27,10,6,1,0,0,0,0,0,1,2013,492,4547,1529,34,0.3235294117647059,0.3235294117647059,0.058823529411764705,1,1,1,1,58,17,3,1
4,37929.0,0,0,49,202,2,46,3,2,10,2,7,0,1,0,1,0,0,1,2013,334,4389,265,13,0.3076923076923077,0.38461538461538464,0.15384615384615385,0,1,0,0,40,11,2,2
2,86610.0,0,0,66,446,107,768,33,196,53,6,2,0,0,0,0,0,0,0,2013,297,4352,1603,18,0.2777777777777778,0.3333333333333333,0.05555555555555555,1,0,0,0,74,7,1,0
3,80141.0,0,0,20,1184,102,673,52,40,40,4,6,0,0,1,0,0,0,1,2013,534,4589,2091,22,0.3181818181818182,0.45454545454545453,0.045454545454545456,1,1,0,0,39,13,1,1
0,72635.0,0,0,54,390,22,323,104,35,107,8,3,0,0,0,1,0,0,0,2013,391,4446,981,21,0.2857142857142857,0.2857142857142857,0.047619047619047616,1,2,0,0,70,9,1,1
2,69016.0,0,1,61,726,53,363,123,107,161,9,5,0,0,0,0,0,0,0,2012,584,4639,1533,34,0.23529411764705882,0.38235294117647056,0.11764705882352941,1,0,1,1,55,13,3,0
0,20193.0,0,0,18,8,8,22,24,11,9,1,4,0,0,0,0,0,0,0,2012,578,4633,82,7,0.14285714285714285,0.5714285714285714,0.14285714285714285,1,2,0,0,34,5,2,0
2,27573.0,1,0,45,50,15,110,39,15,15,1,8,0,0,0,0,0,0,0,2013,461,4516,244,14,0.35714285714285715,0.2857142857142857,0.2857142857142857,1,0,1,1,50,13,2,0
1,15862.0,1,0,26,1,1,4,11,9,10,0,8,0,0,0,0,0,0,0,2013,367,4422,36,5,0.2,0.6,0.2,0,2,1,1,46,9,2,0
4,49544.0,1,0,0,308,0,73,0,0,23,1,7,0,0,0,0,0,0,0,2013,502,4557,404,16,0.3125,0.5,0.125,1,1,1,1,49,12,2,0
2,33228.0,1,0,28,22,2,31,7,4,5,0,7,0,0,0,0,0,0,0,2014,157,4212,71,6,0.3333333333333333,0.5,0.16666666666666666,1,0,1,1,45,9,0,0
2,70440.0,0,0,49,690,117,499,76,102,88,10,3,0,0,0,1,0,0,0,2013,264,4319,1572,23,0.21739130434782608,0.30434782608695654,0.043478260869565216,1,0,0,0,47,8,1,1
2,38232.0,1,1,84,43,5,28,7,6,33,1,5,0,0,0,0,0,0,0,2014,163,4218,122,11,0.2727272727272727,0.2727272727272727,0.36363636363636365,1,0,2,1,54,8,0,0
4,22554.0,1,1,38,27,0,10,0,0,4,0,5,0,0,0,0,0,0,0,2012,603,4658,41,10,0.2,0.4,0.4,1,1,2,1,70,7,2,0
4,23536.0,1,0,53,6,0,3,0,0,1,0,3,0,0,0,0,0,0,0,2014,25,4080,10,4,0.0,0.75,0.25,1,1,1,1,42,3,0,0
2,49413.0,0,1,88,205,7,41,3,2,46,2,5,0,0,0,0,0,0,0,2013,247,4302,304,13,0.3076923076923077,0.38461538461538464,0.15384615384615385,1,0,1,1,73,9,0,0
2,42231.0,1,1,99,24,0,8,0,1,4,0,5,0,0,0,0,0,0,0,2014,96,4151,37,5,0.2,0.6,0.2,1,0,2,1,56,6,0,0
3,78789.0,0,0,12,667,50,850,21,83,83,6,2,0,0,0,0,0,0,1,2012,690,4745,1754,16,0.25,0.3125,0.0625,0,1,0,0,45,6,1,0
2,56534.0,0,1,35,691,7,61,10,0,46,4,8,0,1,0,0,1,0,1,2013,341,4396,815,25,0.4,0.28,0.16,1,0,1,1,57,18,3,2
2,58350.0,0,1,5,493,26,206,116,80,80,3,6,0,0,0,0,0,0,0,2013,541,4596,1001,27,0.2962962962962963,0.4444444444444444,0.14814814814814814,0,0,1,1,54,14,3,0
2,81217.0,0,0,77,493,70,324,146,40,84,7,1,0,0,0,0,0,0,0,2013,345,4400,1157,22,0.13636363636363635,0.5,0.045454545454545456,0,0,0,0,36,4,1,0
2,49090.0,0,1,45,494,5,82,7,0,100,2,7,0,0,0,0,0,0,0,2013,345,4400,688,21,0.3333333333333333,0.42857142857142855,0.14285714285714285,0,0,1,1,74,14,3,0
3,61787.0,0,0,71,621,73,414,78,48,85,4,5,0,0,0,0,0,0,0,2013,358,4413,1319,19,0.42105263157894735,0.3157894736842105,0.05263157894736842,0,1,0,0,38,13,1,0
4,18169.0,1,0,40,9,0,5,0,0,7,0,8,0,0,0,0,0,0,0,2013,495,4550,21,4,0.25,0.5,0.25,1,1,1,1,40,9,2,0
0,24336.0,1,0,82,1,6,2,8,2,12,0,7,0,0,0,0,0,0,0,2012,671,4726,31,4,0.25,0.5,0.25,0,2,1,1,44,8,2,0
2,18222.0,0,0,70,12,4,19,12,6,14,0,8,0,0,0,0,0,0,0,2012,545,4600,67,6,0.3333333333333333,0.5,0.16666666666666666,1,0,0,0,35,10,2,0
2,62335.0,0,1,87,243,131,217,85,6,26,3,2,0,0,0,0,0,0,0,2013,402,4457,708,21,0.14285714285714285,0.6190476190476191,0.09523809523809523,0,0,1,1,73,5,1,0
0,42033.0,1,1,95,11,1,4,2,0,7,0,7,0,0,0,0,0,0,0,2012,648,4703,25,4,0.25,0.5,0.25,1,2,2,1,54,8,2,0
4,86580.0,0,0,72,532,21,127,26,20,20,2,1,0,0,1,0,0,0,0,2013,487,4542,746,11,0.36363636363636365,0.45454545454545453,0.0,1,1,0,0,42,5,1,1
4,41437.0,1,1,5,29,0,2,0,0,1,0,7,0,0,0,0,0,0,0,2012,645,4700,32,5,0.2,0.6,0.2,0,1,2,1,68,8,2,0
3,73705.0,0,2,86,612,91,520,258,107,107,6,5,0,0,0,0,0,0,0,2014,116,4171,1695,25,0.36,0.32,0.08,0,1,2,1,74,14,3,0
2,61064.0,0,1,80,387,126,342,0,45,180,4,6,0,0,0,0,0,0,0,2012,667,4722,1080,28,0.2857142857142857,0.39285714285714285,0.17857142857142858,1,0,1,1,49,14,3,0
3,38452.0,1,1,62,56,0,14,0,0,2,0,7,0,0,0,0,0,0,0,2014,91,4146,72,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,2,1,70,10,0,0
2,18358.0,1,0,49,6,8,19,16,4,4,0,7,0,0,0,0,0,0,0,2013,221,4276,57,10,0.3,0.4,0.3,0,0,1,1,36,10,2,0
4,55012.0,0,1,85,582,0,65,0,0,13,2,5,0,0,0,0,0,0,0,2014,100,4155,660,25,0.32,0.36,0.24,1,1,1,1,52,13,0,0
1,9722.0,1,0,7,6,17,16,6,16,42,1,8,0,0,0,0,0,0,1,2012,635,4690,103,11,0.2727272727272727,0.2727272727272727,0.36363636363636365,1,2,1,1,52,11,2,0
4,38175.0,1,0,6,70,6,69,2,3,3,1,7,0,0,0,0,0,0,0,2013,279,4334,153,11,0.2727272727272727,0.36363636363636365,0.2727272727272727,1,1,1,1,41,10,2,0
3,58656.0,0,1,25,962,12,194,16,24,12,8,6,0,0,1,0,0,0,0,2012,647,4702,1220,32,0.21875,0.40625,0.125,1,1,1,1,69,13,3,1
2,52117.0,0,1,55,112,10,107,30,0,20,2,7,0,0,0,0,0,0,0,2012,682,4737,279,13,0.38461538461538464,0.3076923076923077,0.15384615384615385,1,0,1,1,60,12,3,0
2,64813.0,1,0,81,293,0,124,179,97,52,2,5,0,0,0,0,0,0,0,2014,178,4233,745,20,0.35,0.5,0.05,1,0,1,1,47,12,3,0
4,54222.0,0,1,98,199,12,31,3,12,7,3,3,0,0,0,0,0,0,0,2014,120,4175,264,12,0.25,0.4166666666666667,0.08333333333333333,1,1,1,1,52,6,0,0
2,83512.0,0,0,31,1060,61,835,80,20,101,7,1,1,0,1,1,1,0,1,2014,12,4067,2157,22,0.18181818181818182,0.45454545454545453,0.045454545454545456,1,0,0,0,39,5,1,4
3,77520.0,0,1,30,940,44,396,0,88,58,7,4,1,0,1,1,0,0,1,2013,305,4360,1526,23,0.34782608695652173,0.30434782608695654,0.043478260869565216,1,1,1,1,66,12,3,3
2,41154.0,0,1,98,44,2,11,2,3,7,0,5,0,0,0,0,0,0,0,2013,446,4501,69,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,1,0,1,1,47,6,2,0
2,80398.0,0,0,92,342,51,936,207,35,26,8,3,0,0,1,0,0,0,0,2012,596,4651,1597,26,0.19230769230769232,0.46153846153846156,0.038461538461538464,1,0,0,0,59,8,1,1
1,18746.0,1,0,41,2,10,11,12,9,20,0,6,0,0,0,0,0,0,0,2014,31,4086,64,8,0.375,0.375,0.25,0,2,1,1,33,9,0,0
2,35196.0,1,0,68,75,12,141,43,39,187,1,8,0,0,0,0,0,0,0,2012,593,4648,497,18,0.3333333333333333,0.2777777777777778,0.3333333333333333,1,0,1,1,41,14,2,0
2,60230.0,0,1,78,520,20,367,39,81,40,3,5,0,0,0,0,0,0,0,2013,405,4460,1067,17,0.35294117647058826,0.35294117647058826,0.11764705882352941,0,0,1,1,69,11,3,0
2,22108.0,1,1,46,5,3,9,6,2,6,0,7,0,0,0,0,0,0,0,2014,52,4107,31,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,0,2,1,48,9,0,0
2,44392.0,1,1,71,87,5,71,7,12,29,1,7,0,0,0,0,0,0,0,2013,297,4352,211,14,0.2857142857142857,0.2857142857142857,0.35714285714285715,1,0,2,1,51,11,2,0
4,55424.0,0,1,6,462,61,184,10,53,107,5,6,1,0,0,0,0,0,1,2012,581,4636,877,25,0.28,0.36,0.16,1,1,1,1,49,13,3,1
2,17688.0,1,0,82,2,2,1,3,1,2,0,8,0,0,0,0,0,1,0,2013,532,4587,11,4,0.25,0.5,0.25,1,0,1,1,46,9,2,0
4,92491.0,0,0,71,979,44,935,29,25,22,5,3,0,1,1,1,0,0,1,2013,424,4479,2034,25,0.28,0.48,0.04,1,1,0,0,42,10,1,3
2,90273.0,0,0,32,704,129,853,120,74,111,6,2,0,1,1,1,0,0,1,2013,197,4252,1991,19,0.2631578947368421,0.3684210526315789,0.05263157894736842,0,0,0,0,34,7,1,3
4,82571.0,0,0,28,861,31,558,62,95,79,5,2,0,0,1,0,0,0,0,2014,88,4143,1686,24,0.25,0.5416666666666666,0.0,0,1,0,0,63,8,1,1
4,38513.0,1,0,20,172,3,115,16,0,18,1,8,0,0,0,0,0,0,1,2014,152,4207,324,17,0.35294117647058826,0.29411764705882354,0.29411764705882354,0,1,1,1,43,14,0,0
3,16653.0,1,0,10,5,7,31,15,4,7,1,6,0,0,0,0,0,0,1,2014,72,4127,69,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,0,1,1,1,46,8,0,0
2,42586.0,1,1,7,194,2,56,0,0,0,1,8,0,0,0,0,0,0,1,2012,608,4663,252,16,0.25,0.375,0.3125,1,0,2,1,70,12,2,0
1,23529.0,0,1,67,9,7,13,3,2,20,1,6,0,0,0,0,0,0,0,2013,538,4593,54,5,0.2,0.4,0.2,0,2,1,1,60,7,2,0
3,74881.0,1,1,48,505,72,270,36,27,54,2,5,0,0,0,0,0,0,0,2013,478,4533,964,27,0.3333333333333333,0.4444444444444444,0.14814814814814814,1,1,2,1,64,14,3,0
2,71107.0,0,1,61,533,10,217,198,174,195,6,4,0,0,0,0,0,0,0,2013,497,4552,1327,28,0.25,0.4642857142857143,0.07142857142857142,1,0,1,1,74,11,1,0
4,46910.0,1,1,36,48,0,14,0,0,6,0,6,0,0,0,0,0,0,0,2014,98,4153,68,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,1,2,1,61,8,0,0
2,18690.0,0,0,77,6,1,7,23,4,19,1,8,0,0,0,0,0,0,0,2012,548,4603,60,5,0.2,0.4,0.2,1,0,0,0,66,9,2,0
2,37244.0,1,1,90,18,2,10,0,0,25,1,7,1,0,0,0,0,0,0,2013,428,4483,55,5,0.2,0.4,0.2,0,0,2,1,70,8,2,1
2,82427.0,0,0,35,482,147,509,104,107,107,5,1,0,0,1,0,0,0,0,2014,109,4164,1456,21,0.14285714285714285,0.5714285714285714,0.047619047619047616,1,0,0,0,59,4,1,1
0,75342.0,0,1,38,204,97,97,21,118,26,2,4,0,0,0,0,0,0,0,2013,419,4474,563,18,0.2777777777777778,0.5555555555555556,0.05555555555555555,0,2,1,1,67,9,3,0
2,70044.0,0,1,46,1073,0,250,153,14,14,10,5,0,0,0,0,0,0,0,2013,496,4551,1504,26,0.2692307692307692,0.19230769230769232,0.15384615384615385,0,0,1,1,71,12,3,0
2,79146.0,1,1,33,245,16,223,21,43,16,1,6,0,0,0,0,0,0,0,2014,66,4121,564,19,0.42105263157894735,0.42105263157894735,0.10526315789473684,0,0,2,1,58,14,0,0
2,77437.0,0,0,70,560,21,442,29,44,29,5,1,0,0,1,0,0,0,0,2013,215,4270,1125,23,0.17391304347826086,0.5652173913043478,0.043478260869565216,1,0,0,0,62,5,1,1
2,54984.0,0,1,51,173,13,131,32,3,6,1,7,0,0,0,1,0,0,0,2014,36,4091,358,17,0.35294117647058826,0.35294117647058826,0.23529411764705882,1,0,1,1,66,13,0,1
4,42403.0,1,0,18,22,1,11,0,5,3,0,8,0,0,0,0,0,0,0,2013,200,4255,42,5,0.2,0.6,0.2,1,1,1,1,54,9,0,0
2,55761.0,0,1,97,136,1,12,0,3,32,1,6,0,1,0,0,0,0,0,2014,66,4121,184,10,0.4,0.3,0.2,1,0,1,1,61,10,0,1
2,37292.0,1,0,32,275,0,86,10,23,66,3,8,0,0,0,0,0,0,0,2013,437,4492,460,19,0.3157894736842105,0.2631578947368421,0.2631578947368421,1,0,1,1,42,14,2,0
4,45576.0,0,0,9,56,19,29,2,14,25,1,8,0,0,0,0,0,0,1,2014,32,4087,145,8,0.375,0.375,0.125,0,1,0,0,80,11,0,0
2,70321.0,0,0,6,303,23,751,82,26,191,5,4,0,0,0,0,0,0,1,2013,529,4584,1376,25,0.24,0.52,0.04,1,0,0,0,78,10,1,0
4,58086.0,0,1,80,708,7,62,0,0,15,3,8,0,0,0,0,0,0,0,2013,525,4580,792,23,0.4782608695652174,0.30434782608695654,0.08695652173913043,0,1,1,1,56,19,3,0
2,81795.0,0,0,74,324,132,693,27,118,88,11,2,0,0,0,0,0,0,0,2012,611,4666,1382,23,0.17391304347826086,0.30434782608695654,0.043478260869565216,1,0,0,0,73,6,1,0
1,28389.0,0,0,49,1,5,3,7,4,8,0,7,0,0,0,0,0,0,0,2012,586,4641,28,4,0.25,0.5,0.25,1,2,0,0,78,8,2,0
3,66835.0,0,0,21,620,26,195,34,17,141,4,2,0,0,0,0,0,0,0,2013,274,4329,1033,24,0.25,0.5416666666666666,0.041666666666666664,1,1,0,0,79,8,1,0
2,69901.0,0,1,95,312,21,206,102,92,149,3,5,0,0,0,0,0,0,0,2013,396,4451,882,23,0.30434782608695654,0.43478260869565216,0.13043478260869565,0,0,1,1,56,12,3,0
4,80360.0,0,0,56,1493,86,454,112,43,43,4,2,0,1,1,1,0,0,0,2013,483,4538,2231,15,0.26666666666666666,0.3333333333333333,0.13333333333333333,1,1,0,0,76,6,1,3
4,63342.0,0,1,48,918,21,118,13,10,21,3,6,0,1,0,0,0,0,1,2012,621,4676,1101,19,0.42105263157894735,0.2631578947368421,0.15789473684210525,1,1,1,1,64,14,3,1
2,44989.0,0,1,26,98,0,106,49,10,106,1,6,0,0,0,0,0,0,0,2012,655,4710,369,16,0.3125,0.3125,0.3125,1,0,1,1,51,11,2,0
0,31859.0,1,0,3,3,4,7,15,8,11,0,7,0,0,0,0,0,0,0,2014,122,4177,48,5,0.2,0.6,0.2,0,2,1,1,45,8,0,0
4,51569.0,0,1,39,380,0,47,6,0,34,1,8,0,1,0,0,0,0,1,2013,502,4557,467,19,0.3684210526315789,0.3684210526315789,0.21052631578947367,0,1,1,1,76,15,3,1
2,30372.0,1,1,33,15,0,12,7,3,7,0,7,0,0,0,0,0,0,0,2012,551,4606,44,8,0.25,0.375,0.375,0,0,2,1,54,9,2,0
1,16014.0,1,1,42,3,9,4,7,8,7,1,3,0,0,0,0,0,0,0,2013,469,4524,38,10,0.1,0.4,0.4,0,2,2,1,46,4,2,0
2,41120.0,1,1,80,24,2,23,0,8,24,1,6,0,0,0,0,0,0,0,2013,235,4290,81,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,1,0,2,1,57,8,0,0
3,39763.0,1,0,9,80,1,60,4,6,16,1,9,0,0,0,0,0,0,1,2013,329,4384,167,10,0.5,0.2,0.2,0,1,1,1,54,14,2,0
4,38725.0,1,1,52,31,0,6,2,1,5,0,4,0,0,0,0,0,0,0,2014,50,4105,45,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,1,2,1,70,5,0,0
2,77981.0,1,0,78,138,120,204,16,126,60,4,5,0,0,0,0,0,0,0,2013,399,4454,664,21,0.3333333333333333,0.3333333333333333,0.14285714285714285,1,0,1,1,53,12,3,0
0,62905.0,0,1,68,166,75,96,119,107,59,2,4,0,0,0,0,0,0,0,2013,292,4347,622,20,0.35,0.4,0.15,1,2,1,1,61,11,3,0
0,13533.0,1,0,45,12,3,8,8,0,17,0,7,0,0,0,0,0,0,0,2013,476,4531,48,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,2,1,1,46,9,2,0
2,59481.0,0,1,47,178,3,85,71,66,58,3,2,0,0,0,0,0,0,0,2013,249,4304,461,16,0.1875,0.5,0.125,1,0,1,1,50,5,0,0
2,72117.0,0,1,34,707,20,171,65,60,50,7,5,0,0,0,0,0,0,0,2013,313,4368,1073,26,0.34615384615384615,0.34615384615384615,0.038461538461538464,1,0,1,1,48,14,3,0
0,21955.0,1,0,81,5,1,7,17,14,11,1,6,0,0,0,0,0,0,0,2013,295,4350,55,8,0.25,0.375,0.25,1,2,1,1,39,8,2,0
2,67131.0,0,1,72,465,71,250,93,35,62,2,6,0,0,0,0,0,0,0,2013,460,4515,976,26,0.34615384615384615,0.46153846153846156,0.11538461538461539,1,0,1,1,69,15,3,0
4,36802.0,1,0,23,16,1,2,0,0,1,0,5,0,0,0,0,0,0,0,2014,13,4068,20,5,0.2,0.6,0.2,0,1,1,1,45,6,0,0
2,71853.0,0,0,29,358,108,413,141,97,32,8,1,0,0,0,0,0,0,0,2013,417,4472,1149,17,0.11764705882352941,0.35294117647058826,0.058823529411764705,1,0,0,0,43,3,1,0
1,28249.0,0,0,80,1,9,7,2,14,10,0,6,0,0,0,0,0,0,0,2014,14,4069,43,6,0.3333333333333333,0.5,0.16666666666666666,1,2,0,0,64,8,0,0
3,47808.0,0,1,30,123,1,26,2,0,72,2,7,1,0,0,0,0,0,0,2013,252,4307,224,10,0.3,0.3,0.2,1,1,1,1,50,10,0,1
4,25509.0,1,0,15,40,3,30,10,7,11,0,9,0,0,0,0,0,0,1,2012,649,4704,101,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1,1,51,12,2,0
4,51012.0,0,0,86,102,9,63,2,9,24,1,6,0,0,0,0,0,0,0,2013,437,4492,209,10,0.4,0.4,0.1,1,1,0,0,79,10,2,0
2,70596.0,0,0,68,347,44,534,17,0,26,5,2,0,0,0,0,0,0,0,2012,632,4687,968,21,0.14285714285714285,0.5714285714285714,0.047619047619047616,0,0,0,0,40,5,1,0
4,85431.0,0,0,54,376,53,462,168,53,53,7,0,0,0,0,0,0,0,0,2013,386,4441,1165,17,0.11764705882352941,0.4117647058823529,0.058823529411764705,1,1,0,0,73,2,1,0
2,42664.0,0,1,44,21,0,3,0,0,0,0,6,0,0,0,0,0,0,0,2014,103,4158,24,5,0.2,0.6,0.2,1,0,1,1,58,7,0,0
2,42586.0,1,1,7,194,2,56,0,0,0,1,8,0,0,0,0,0,0,1,2012,608,4663,252,16,0.25,0.375,0.3125,1,0,2,1,70,12,2,0
2,29760.0,1,0,87,64,4,68,7,5,17,1,8,0,0,0,0,0,0,0,2012,669,4724,165,12,0.25,0.3333333333333333,0.3333333333333333,0,0,1,1,40,11,2,0
4,28973.0,0,0,59,206,0,46,3,2,12,1,8,0,0,0,0,0,0,0,2012,624,4679,269,13,0.38461538461538464,0.38461538461538464,0.15384615384615385,1,1,0,0,48,13,2,0
4,39435.0,1,0,16,71,0,18,0,0,13,1,7,0,0,0,0,0,0,0,2013,327,4382,102,7,0.42857142857142855,0.2857142857142857,0.14285714285714285,1,1,1,1,52,10,2,0
0,65370.0,0,0,1,71,22,112,138,89,29,3,1,0,0,0,0,0,0,0,2013,332,4387,461,19,0.10526315789473684,0.6842105263157895,0.05263157894736842,1,2,0,0,41,3,1,0
1,20194.0,1,0,64,0,4,7,11,10,15,0,6,0,0,0,0,0,0,0,2012,559,4614,47,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0,2,1,1,46,8,2,0
4,42473.0,1,1,72,93,1,21,0,4,25,1,5,0,0,0,0,0,0,0,2014,132,4187,144,10,0.2,0.4,0.3,0,1,2,1,49,7,0,0
2,64590.0,0,0,98,920,138,168,36,46,30,4,6,0,0,0,0,0,0,0,2012,623,4678,1338,24,0.375,0.4166666666666667,0.041666666666666664,1,0,0,0,57,15,1,0
2,71232.0,0,1,91,653,17,170,34,26,17,2,7,0,0,0,0,0,0,0,2013,213,4268,917,25,0.44,0.4,0.08,1,0,1,1,66,18,3,0
2,34600.0,1,1,8,199,33,60,8,3,15,2,8,0,0,0,0,0,0,1,2013,544,4599,318,17,0.29411764705882354,0.29411764705882354,0.29411764705882354,1,0,2,1,54,13,2,0
2,46904.0,1,1,20,153,4,56,0,9,31,1,8,0,0,0,0,0,0,0,2012,603,4658,253,14,0.35714285714285715,0.2857142857142857,0.2857142857142857,0,0,2,1,58,13,2,0
2,49094.0,0,1,6,376,0,38,11,8,69,3,6,0,0,0,0,0,0,0,2012,646,4701,502,20,0.3,0.3,0.25,1,0,1,1,52,12,3,0
2,36075.0,1,0,54,46,0,30,12,1,30,0,6,0,0,0,0,0,0,0,2013,202,4257,119,7,0.2857142857142857,0.5714285714285714,0.14285714285714285,1,0,1,1,42,8,0,0
0,60839.0,1,1,72,600,21,128,223,150,128,2,8,0,0,0,0,0,0,0,2012,670,4725,1250,29,0.06896551724137931,0.41379310344827586,0.4482758620689655,1,2,2,1,46,10,3,0
2,77298.0,0,1,46,425,115,292,23,35,79,6,3,0,0,0,0,0,0,0,2013,239,4294,969,24,0.25,0.4583333333333333,0.041666666666666664,1,0,1,1,46,9,1,0
2,34026.0,1,1,11,18,6,15,12,8,17,1,5,0,0,0,0,0,0,0,2013,328,4383,76,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,1,0,2,1,75,7,0,0
4,48918.0,1,1,21,52,0,9,0,0,1,0,4,0,0,0,0,0,0,0,2014,78,4133,62,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,1,2,1,62,5,0,0
0,82122.0,0,0,89,734,22,350,151,25,100,9,1,0,0,1,0,0,0,0,2013,318,4373,1382,26,0.11538461538461539,0.5,0.038461538461538464,1,2,0,0,63,4,1,1
2,37697.0,1,0,82,34,6,21,11,4,8,1,6,0,0,0,0,0,0,0,2014,142,4197,84,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,0,0,1,1,49,8,0,0
2,34074.0,1,1,69,135,1,41,10,1,67,3,6,1,0,0,0,0,0,0,2013,351,4406,255,14,0.21428571428571427,0.21428571428571427,0.35714285714285715,1,0,2,1,73,9,2,1
3,28520.0,1,1,55,11,0,10,0,2,20,1,6,0,0,0,0,0,0,0,2013,380,4435,43,5,0.2,0.4,0.2,1,1,2,1,65,7,0,0
2,62535.0,0,1,13,163,48,90,0,45,52,2,3,0,0,0,0,0,0,0,2013,269,4324,398,14,0.21428571428571427,0.5714285714285714,0.07142857142857142,0,0,1,1,70,6,0,0
3,36273.0,1,0,80,29,3,30,3,2,9,0,6,0,0,0,0,0,0,0,2014,74,4129,76,8,0.375,0.375,0.25,0,1,1,1,48,9,0,0
2,63404.0,0,2,97,734,26,70,11,44,17,3,4,0,0,0,1,0,0,0,2014,23,4078,902,15,0.4,0.26666666666666666,0.13333333333333333,1,0,2,1,61,10,3,1
0,75774.0,1,0,27,340,21,134,258,14,56,5,4,0,0,0,0,0,0,0,2014,58,4113,823,21,0.3333333333333333,0.38095238095238093,0.047619047619047616,1,2,1,1,44,11,1,0
2,78416.0,0,1,99,453,38,279,188,38,183,7,3,0,0,0,0,0,0,0,2014,2,4057,1179,26,0.2692307692307692,0.38461538461538464,0.07692307692307693,1,0,1,1,49,10,1,0
2,75702.0,0,1,87,1073,0,629,145,37,37,5,6,0,0,1,0,0,0,0,2012,623,4678,1921,29,0.3448275862068966,0.4482758620689655,0.034482758620689655,1,0,1,1,51,16,3,1
3,59385.0,1,1,85,135,0,10,0,4,36,1,5,0,0,0,0,0,0,0,2013,427,4482,185,10,0.3,0.4,0.2,1,1,2,1,74,8,0,0
2,37070.0,1,1,30,231,7,137,4,15,39,1,7,0,0,0,0,0,0,1,2013,466,4521,433,23,0.21739130434782608,0.34782608695652173,0.391304347826087,0,0,2,1,59,12,2,0
2,44689.0,1,1,82,18,0,5,0,0,11,1,7,1,0,0,0,0,0,0,2014,170,4225,34,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,1,0,2,1,74,8,0,1
